date,year,month,day,day_of_year,season,station_id,station_name,city,state,latitude,longitude,PM25,PM10,NO2,SO2,CO,O3,AQI,data_quality_score,HCHO,AOD,AOD_lag_1,AOD_lag_3,AOD_weekly_average,humidity_corrected_AOD,aod_boundary_layer_ratio,ventilation_index,aerosol_intensity,temperature_mean,temperature_max,temperature_min,humidity,pressure,rainfall,u_wind,v_wind,wind_speed,wind_direction,transport_u,transport_v,boundary_layer_height,temperature_lag_1,rainfall_lag_1,wind_speed_lag_1,fire_count,fire_density,FRP,average_FRP,maximum_FRP,confidence,nearest_fire_distance,fire_count_lag_1,fire_count_lag_3,FRP_lag_1,FRP_lag_3,burning_season,source_region,fire_severity_index,transport_influence_score,AQI_lag_1,AQI_lag_3,PM25_lag_1,HCHO_hotspot_probability
2023-01-01,2023,1,1,1,0,STN_001,"Anand Vihar, Delhi",Delhi,Delhi,28.647,77.315,185.0,300.0,56.5,18.5,2.4400000000000004,81.0,350,1.0,0.0001956,0.55,0.55,0.55,0.55,1.3095238095238095,0.0005894962486602,2155.834239871728,1,11.850000000000025,16.850000000000023,6.850000000000023,58.0,1008.33,0.2999999999999995,2.0424952042926257,-1.0804192777918231,2.3106476311594077,117.87751020135698,2.4509942451511506,-1.2965031333501875,933.0,19.850000000000023,0.2999999999999995,2.3106476311594077,1,0.0318310155048876,15.0,15.0,20.0,80.0,25.0,0,0,0.0,0.0,Off-Season,Other,0,5.0,350.0,350.0,185.0,0.0489
2023-01-01,2023,1,1,1,0,STN_004,"Victoria, Kolkata",Kolkata,West Bengal,22.544,88.342,120.0,196.0,43.5,12.0,1.5300000000000002,65.4,300,1.0,0.0001922,0.7,0.7,0.7,0.7,1.6666666666666663,0.0007121057985757,2271.3666214296977,2,18.850000000000023,23.850000000000023,13.850000000000025,58.0,1009.33,0.2999999999999995,2.0424952042926257,-1.0804192777918231,2.3106476311594077,117.87751020135698,2.4509942451511506,-1.2965031333501875,983.0,19.850000000000023,0.2999999999999995,2.3106476311594077,1,0.0318310155048876,15.0,15.0,20.0,80.0,25.0,0,0,0.0,0.0,Off-Season,Other,0,5.0,300.0,300.0,120.0,0.04805
2023-01-01,2023,1,1,1,0,STN_005,"Manali, Chennai",Chennai,Tamil Nadu,13.165,80.263,52.4,79.0,17.5,9.4,0.8800000000000001,44.6,87,1.0,0.000199,0.75,0.75,0.75,0.75,1.7857142857142856,0.0006339814032121,2733.4961476615795,2,25.850000000000023,30.850000000000023,20.850000000000023,58.0,1011.33,0.2999999999999995,2.0424952042926257,-1.0804192777918231,2.3106476311594077,117.87751020135698,2.4509942451511506,-1.2965031333501875,1183.0,19.850000000000023,0.2999999999999995,2.3106476311594077,1,0.0318310155048876,15.0,15.0,20.0,80.0,25.0,0,0,0.0,0.0,Off-Season,Other,0,5.0,87.0,87.0,52.4,0.04975
2023-01-01,2023,1,1,1,0,STN_006,"Sanathnagar, Hyderabad",Hyderabad,Telangana,17.456,78.441,81.0,131.0,26.6,8.1,1.01,60.2,170,1.0,0.000199,0.3,0.3,0.3,0.3,0.7142857142857143,0.0002770083102493,2502.4313845456386,1,21.850000000000023,26.850000000000023,16.850000000000023,58.0,1010.83,0.2999999999999995,2.0424952042926257,-1.0804192777918231,2.3106476311594077,117.87751020135698,2.4509942451511506,-1.2965031333501875,1083.0,19.850000000000023,0.2999999999999995,2.3106476311594077,1,0.0318310155048876,15.0,15.0,20.0,80.0,25.0,0,0,0.0,0.0,Off-Season,Other,0,5.0,170.0,170.0,81.0,0.04975
2023-01-01,2023,1,1,1,0,STN_007,"IGIMS, Patna",Patna,Bihar,25.611,85.093,211.0,352.0,63.0,19.8,2.7,94.0,370,1.0,0.0002143,0.35,0.35,0.35,0.35,0.8333333333333333,0.0003963759909399,2040.301858313757,1,13.850000000000025,18.850000000000023,8.850000000000023,58.0,1007.83,0.2999999999999995,2.0424952042926257,-1.0804192777918231,2.3106476311594077,117.87751020135698,2.4509942451511506,-1.2965031333501875,883.0,19.850000000000023,0.2999999999999995,2.3106476311594077,1,0.0318310155048876,15.0,15.0,20.0,80.0,25.0,0,0,0.0,0.0,Off-Season,Other,0,5.0,370.0,370.0,211.0,0.053575
2023-01-01,2023,1,1,1,0,STN_003,"Hebbal, Bengaluru",Bengaluru,Karnataka,13.035,77.598,42.0,59.5,18.8,6.800000000000001,0.75,55.0,70,1.0,0.0001973,0.65,0.65,0.65,0.65,1.5476190476190477,0.0005736981465136,2617.963766103609,2,19.850000000000023,24.850000000000023,14.850000000000025,58.0,1010.33,0.2999999999999995,2.0424952042926257,-1.0804192777918231,2.3106476311594077,117.87751020135698,2.4509942451511506,-1.2965031333501875,1133.0,19.850000000000023,0.2999999999999995,2.3106476311594077,1,0.0318310155048876,15.0,15.0,20.0,80.0,25.0,0,0,0.0,0.0,Off-Season,Other,0,5.0,70.0,70.0,42.0,0.049325
2023-01-01,2023,1,1,1,0,STN_008,"Shivajinagar, Pune",Pune,Maharashtra,18.531,73.849,74.5,111.5,24.0,8.1,1.01,52.4,148,1.0,0.0001973,0.4,0.4,0.4,0.4,0.9523809523809524,0.0003530450132391,2617.963766103609,1,20.850000000000023,25.850000000000023,15.850000000000025,58.0,1010.33,0.2999999999999995,2.0424952042926257,-1.0804192777918231,2.3106476311594077,117.87751020135698,2.4509942451511506,-1.2965031333501875,1133.0,19.850000000000023,0.2999999999999995,2.3106476311594077,1,0.0318310155048876,15.0,15.0,20.0,80.0,25.0,0,0,0.0,0.0,Off-Season,Other,0,5.0,148.0,148.0,74.5,0.049325
2023-01-01,2023,1,1,1,0,STN_009,"Sector 22, Chandigarh",Chandigarh,Chandigarh,30.733,76.789,146.0,235.0,47.4,12.0,1.7900000000000005,73.2,320,1.0,0.0002143,0.45,0.45,0.45,0.45,1.0714285714285714,0.0005402160864345,1924.7694767557864,1,8.850000000000023,13.850000000000025,3.850000000000023,58.0,1006.33,0.2999999999999995,2.0424952042926257,-1.0804192777918231,2.3106476311594077,117.87751020135698,2.4509942451511506,-1.2965031333501875,833.0,19.850000000000023,0.2999999999999995,2.3106476311594077,1,0.0318310155048876,15.0,15.0,20.0,80.0,25.0,0,0,0.0,0.0,Off-Season,Other,0,5.0,320.0,320.0,146.0,0.053575
2023-01-01,2023,1,1,1,0,STN_002,"Bandra, Mumbai",Mumbai,Maharashtra,19.055,72.842,68.0,105.0,30.5,9.4,1.14,48.5,127,1.0,0.0001973,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.6000000000000001,1.4285714285714288,0.0004866180048661,2849.02852921955,2,24.850000000000023,29.850000000000023,19.850000000000023,58.0,1012.33,0.2999999999999995,2.0424952042926257,-1.0804192777918231,2.3106476311594077,117.87751020135698,2.4509942451511506,-1.2965031333501875,1233.0,19.850000000000023,0.2999999999999995,2.3106476311594077,1,0.0318310155048876,15.0,15.0,20.0,80.0,25.0,0,0,0.0,0.0,Off-Season,Other,0,5.0,127.0,127.0,68.0,0.049325
2023-01-01,2023,1,1,1,0,STN_012,"New Rajendra Nagar, Bhopal",Bhopal,Madhya Pradesh,23.259,77.413,113.5,176.5,37.0,12.0,1.4,62.80000000000001,278,1.0,0.0002126,0.65,0.65,0.65,0.65,1.5476190476190477,0.0006416584402764,2340.6860503644803,2,17.850000000000023,22.850000000000023,12.850000000000025,58.0,1009.33,0.2999999999999995,2.0424952042926257,-1.0804192777918231,2.3106476311594077,117.87751020135698,2.4509942451511506,-1.2965031333501875,1013.0,19.850000000000023,0.2999999999999995,2.3106476311594077,1,0.0318310155048876,15.0,15.0,20.0,80.0,25.0,0,0,0.0,0.0,Off-Season,Other,0,5.0,278.0,278.0,113.5,0.053149999999999996
